Company,Source / Entry point,Sector/Industry,HQ / Locations,Employee count / Size,Website,General email,Phone,LinkedIn URL,HR/People contact (name),HR contact title,HR contact email,HR mailbox (confirmed),HR contact email — inferred (pattern + basis),"CEO/Leadership (name, small cos)",Leadership email,Source(s),Relevance note,Status,All emails found (verbatim),Inferred emails (pattern + basis)
Ibermaq,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Scaffolding / formwork / cranes / machinery,Villanueva de Gállego (Zaragoza),medium,http://www.ibermaq.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); http://www.ibermaq.com,"Batch-4 directory candidate (broadened filter): Scaffolding / formwork / cranes / machinery, Villanueva de Gállego (Zaragoza). Assess corporate-housing fit/size.",list-only,None found verbatim,info@ibermaq.com (inferred)
Mainzar,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Industrial installation maintenance,Zaragoza,small-medium,https://mainzar.org,contacto@mainzar.es,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://mainzar.org,"Batch-4 directory candidate (broadened filter): Industrial installation maintenance, Zaragoza. Assess corporate-housing fit/size.",partial,contacto@mainzar.es,Pattern undetermined
Fontanería e Instalaciones Iturbide,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Plumbing / heating / installations,Zaragoza,small,https://www.fontaneriaiturbide.es,fontaneria@iturbidesl.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.fontaneriaiturbide.es,"Batch-4 directory candidate (broadened filter): Plumbing / heating / installations, Zaragoza. Assess corporate-housing fit/size.",partial,fontaneria@iturbidesl.com,Pattern undetermined
Fontanería e Instalaciones Liso,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Plumbing / installations,Zaragoza,small,https://fontanerialiso.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://fontanerialiso.com,"Batch-4 directory candidate (broadened filter): Plumbing / installations, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@fontanerialiso.com (inferred)
Transportes Blascotrans,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Transport & logistics (refrigerated warehousing),Zaragoza,medium,https://www.blascotrans.com,blasco@blascotrans.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.blascotrans.com,"Batch-4 directory candidate (broadened filter): Transport & logistics (refrigerated warehousing), Zaragoza. Assess corporate-housing fit/size.",partial,blasco@blascotrans.com,Pattern undetermined
A.M. Cargo Aragón,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder / customs,Zaragoza,small,https://www.amcargo.es,eduardo@amcargoaragon.es,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.amcargo.es,"Batch-4 directory candidate (broadened filter): Freight forwarder / customs, Zaragoza. Assess corporate-housing fit/size.",partial,eduardo@amcargoaragon.es,Pattern undetermined
Aragonesa de Aduanas y Servicios,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder / customs broker,Zaragoza,small,https://www.aas.es,comercial@aas.es,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.aas.es,"Batch-4 directory candidate (broadened filter): Freight forwarder / customs broker, Zaragoza. Assess corporate-housing fit/size.",partial,comercial@aas.es,Pattern undetermined
ASO Tránsitos y Despachos,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder / customs,Zaragoza,small,https://www.asoaduanas.com,asoaduanas@asoaduanas.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.asoaduanas.com,"Batch-4 directory candidate (broadened filter): Freight forwarder / customs, Zaragoza. Assess corporate-housing fit/size.",partial,asoaduanas@asoaduanas.com,Pattern undetermined
Avitrans,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Transport & freight forwarding,Zaragoza,medium,https://www.avitrans.com,gerencia@avitrans.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.avitrans.com,"Batch-4 directory candidate (broadened filter): Transport & freight forwarding, Zaragoza. Assess corporate-housing fit/size.",partial,gerencia@avitrans.com,Pattern undetermined
Bestway Zaragoza Forwarding,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder,Zaragoza,small,https://bestwaycargo.es,idemarcos@bestwaycargo.es,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://bestwaycargo.es,"Batch-4 directory candidate (broadened filter): Freight forwarder, Zaragoza. Assess corporate-housing fit/size.",partial,idemarcos@bestwaycargo.es,Pattern undetermined
Decoexsa Zaragoza,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder / customs,Zaragoza,medium,https://www.decoexsa.com,info.zaz@decoexsa.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.decoexsa.com,"Batch-4 directory candidate (broadened filter): Freight forwarder / customs, Zaragoza. Assess corporate-housing fit/size.",partial,info.zaz@decoexsa.com,Pattern undetermined
JCV Shipping & Solutions,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder / shipping,Zaragoza,small,https://www.jcvshipping.com,ocalvo@jcvshipping.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.jcvshipping.com,"Batch-4 directory candidate (broadened filter): Freight forwarder / shipping, Zaragoza. Assess corporate-housing fit/size.",partial,ocalvo@jcvshipping.com,Pattern undetermined
Marcotran Global Logistics,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Transport & logistics / forwarding,Zaragoza,medium,https://www.marcotranlogistics.com,aduana@marcotranlogistics.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.marcotranlogistics.com,"Batch-4 directory candidate (broadened filter): Transport & logistics / forwarding, Zaragoza. Assess corporate-housing fit/size.",partial,aduana@marcotranlogistics.com,Pattern undetermined
Rhenus Logistics Zaragoza,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Logistics operator / forwarding,Zaragoza,medium,https://www.rhenus.com,comercial.zaragoza@es.rhenus.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.rhenus.com,"Batch-4 directory candidate (broadened filter): Logistics operator / forwarding, Zaragoza. Assess corporate-housing fit/size.",partial,comercial.zaragoza@es.rhenus.com,Pattern undetermined
TransNatur Zaragoza,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Transport & logistics,Zaragoza,medium,https://www.transnatur.com,transnatur@zag.transnatur.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.transnatur.com,"Batch-4 directory candidate (broadened filter): Transport & logistics, Zaragoza. Assess corporate-housing fit/size.",partial,transnatur@zag.transnatur.com,Pattern undetermined
TransGlory Zaragoza,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Freight forwarder,Zaragoza,medium,https://www.transglory.com,mvilella@transglory.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.transglory.com,"Batch-4 directory candidate (broadened filter): Freight forwarder, Zaragoza. Assess corporate-housing fit/size.",partial,mvilella@transglory.com,Pattern undetermined
Transportes Callizo,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),"Transport (pallet network, groupage)",Zaragoza,medium,https://transportescallizo.com,zaragoza@transportescallizo.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://transportescallizo.com,"Batch-4 directory candidate (broadened filter): Transport (pallet network, groupage), Zaragoza. Assess corporate-housing fit/size.",partial,zaragoza@transportescallizo.com,Pattern undetermined
Cotrali,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),"Logistics operator (transport, warehousing, picking)",Zaragoza,medium,https://www.cotrali.com,cotrali@cotrali.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.cotrali.com,"Batch-4 directory candidate (broadened filter): Logistics operator (transport, warehousing, picking), Zaragoza. Assess corporate-housing fit/size.",partial,cotrali@cotrali.com,Pattern undetermined
Cestrans,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Transport agency (palletised & tank freight),Zaragoza,medium,https://www.cestrans.es,cestrans@cestrans.es,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.cestrans.es,"Batch-4 directory candidate (broadened filter): Transport agency (palletised & tank freight), Zaragoza. Assess corporate-housing fit/size.",partial,cestrans@cestrans.es,Pattern undetermined
Transfriorza,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Cold-chain transport (refrigerated),Zaragoza,small,https://transfriorza.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://transfriorza.com,"Batch-4 directory candidate (broadened filter): Cold-chain transport (refrigerated), Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@transfriorza.com (inferred)
Tamdis,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Logistics & distribution,Zaragoza,medium,https://www.tamdis.es,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.tamdis.es,"Batch-4 directory candidate (broadened filter): Logistics & distribution, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@tamdis.es (inferred)
Mariano Muñío Distribuciones,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale HORECA food distributor,Zaragoza,medium,https://www.marianomuniodistribuciones.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.marianomuniodistribuciones.com,"Batch-4 directory candidate (broadened filter): Wholesale HORECA food distributor, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@marianomuniodistribuciones.com (inferred)
Sánchez Aragonesa de Distribuciones,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale HORECA / food distributor,Zaragoza,medium,https://sanchezaragonesa.com,info@sanchezaragonesa.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://sanchezaragonesa.com,"Batch-4 directory candidate (broadened filter): Wholesale HORECA / food distributor, Zaragoza. Assess corporate-housing fit/size.",partial,info@sanchezaragonesa.com,Pattern undetermined
San Lamberto 2000,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale HORECA / food distributor,Zaragoza,medium,https://www.sanlamberto2000.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.sanlamberto2000.com,"Batch-4 directory candidate (broadened filter): Wholesale HORECA / food distributor, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@sanlamberto2000.com (inferred)
Rezusta,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale HORECA / commercial distribution,Zaragoza,medium,https://www.rezusta.com,rezusta@rezusta.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.rezusta.com,"Batch-4 directory candidate (broadened filter): Wholesale HORECA / commercial distribution, Zaragoza. Assess corporate-housing fit/size.",partial,rezusta@rezusta.com,Pattern undetermined
Prodelectric,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale electrical material distributor,Zaragoza,medium,https://prodelectric.es,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://prodelectric.es,"Batch-4 directory candidate (broadened filter): Wholesale electrical material distributor, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@prodelectric.es (inferred)
OZAR,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale electrical supplies,Zaragoza,small,https://ozarsl.com,,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://ozarsl.com,"Batch-4 directory candidate (broadened filter): Wholesale electrical supplies, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@ozarsl.net (inferred)
Gama Comercial Aragonesa,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale electrical material,Zaragoza,small,https://www.gamacomercial.com,gama@gamacomercial.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.gamacomercial.com,"Batch-4 directory candidate (broadened filter): Wholesale electrical material, Zaragoza. Assess corporate-housing fit/size.",partial,gama@gamacomercial.com,Pattern undetermined
Anzapack,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13),Wholesale plumbing material distributor,Zaragoza,medium,https://www.anzapack.com,anzapack@anzapack.com,,,,,,,,,,Directory harvest (Paginas Amarillas/Empresite/eInforma/cluster & poligono dirs) + web - batch 4 (2026-06-13); https://www.anzapack.com,"Batch-4 directory candidate (broadened filter): Wholesale plumbing material distributor, Zaragoza. Assess corporate-housing fit/size.",partial,anzapack@anzapack.com,Pattern undetermined
